Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Avg Run Cadence,Max Run Cadence,Normalized Power® (NP®),Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Total Strokes,Avg. Swolf,Avg Stroke Rate,Steps,Total Reps,Total Sets,Body Battery Drain,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Strength Training,2025-03-28 16:25:42,false,"Strength","0.00","217","00:44:48","95","138","0.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","300","150","15","--","--","No","00:44:48","1","--","--","--","--","--","--","--","--","--","00:21:09","00:44:48","--","--"
Cycling,2025-03-28 12:58:21,false,"Eindhoven Cycling","29.78","566","01:11:39","118","132","2.3","--","--","24.9","33.6","60","59","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-9","--","No","00:11:12","6","--","25","18","34","--","--","--","--","--","01:09:01","01:11:39","14","33"
Rock Climbing,2025-03-28 09:39:07,false,"Bouldering","0.00","1,109","01:30:00","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","--","--","No","00:00:00","1","--","--","--","--","--","--","--","--","--","--:--:--","01:30:00","--","--"
Yoga,2025-03-27 20:32:08,false,"Yoga","--","74","00:25:22","78","105","0.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-2","--","No","00:25:22","1","--","16","11","21","-73","95","22","69","96","00:25:22","00:25:22","--","--"
Running,2025-03-27 18:16:08,false,"Eindhoven Running","9.02","596","00:54:42","135","141","3.0","168","176","6:04","5:44","--","5","0.98","9.0","8.9","271","6:05","--","--","264","0.0","--","264","290","--","--","--","9,156","--","--","-10","--","No","00:00:07.3","10","--","32","18","38","--","--","--","--","--","00:54:39","00:54:42","18","25"
Yoga,2025-03-26 22:43:48,false,"Yoga","--","20","00:09:08.6","69","90","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:09:08.6","1","--","16","11","20","-18","77","59","46","88","00:09:08.6","00:09:08.6","--","--"
Indoor Cycling,2025-03-26 18:07:50,false,"Tempo","31.62","684","01:10:03","120","132","2.6","--","--","27.1","29.2","--","--","--","--","--","--","--","84","94","143","58.0","149","140","181","5919","--","--","--","--","--","-8","--","No","00:00:01.3","9","--","24","12","34","--","--","--","--","--","01:09:59","01:10:03","--","--"
Yoga,2025-03-25 21:16:48,false,"Yoga","--","29","00:15:53","64","91","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","1","--","No","00:15:53","1","--","15","7","21","14","49","63","37","80","00:15:53","00:15:53","--","--"
Running,2025-03-25 17:05:54,false,"Eindhoven - 5x1000 progressive","10.96","733","01:07:09","139","166","3.2","155","220","6:08","4:02","12","12","1.06","8.5","8.7","263","6:04","--","--","290","0.0","--","263","452","--","--","--","10,450","--","--","-12","--","No","00:00:00.4","45","--","28","12","37","--","--","--","--","--","01:06:51","01:13:19","17","23"
Yoga,2025-03-24 20:15:29,false,"Yoga","--","32","00:19:26","64","81","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:19:26","1","--","15","11","19","8","69","77","34","80","00:19:26","00:19:26","--","--"
Running,2025-03-23 15:55:29,false,"Eindhoven Running","6.06","386","00:33:27","136","142","2.8","167","172","5:31","4:44","1","9","1.09","8.7","9.4","267","5:33","--","--","292","0.0","--","292","371","--","--","--","5,560","--","--","-6","--","No","00:00:21.9","7","--","30","24","39","--","--","--","--","--","00:33:25","00:34:52","9","19"
Cycling,2025-03-23 14:12:09,false,"Eindhoven Cycling","45.37","934","01:35:19","133","147","3.3","--","--","28.6","40.5","133","142","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-14","--","No","00:00:54.5","10","--","27","18","41","--","--","--","--","--","01:33:49","01:35:19","5","26"
Pool Swim,2025-03-23 10:08:10,false,"Pool Swim","1,900","364","00:45:56","107","132","2.1","--","--","1:53","0:28","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","767","77","21","--","--","--","--","--","No","00:00:11.4","32","--","--","--","--","--","--","--","--","--","00:35:47","00:46:24","--","--"
Running,2025-03-22 14:58:36,false,"Eindhoven Running","12.27","791","01:07:05","141","162","3.5","168","177","5:28","4:25","8","5","1.09","8.6","9.3","264","5:28","--","--","299","0.0","--","297","395","--","--","--","11,226","--","--","-17","--","No","00:01:23.0","13","--","28","17","35","--","--","--","--","--","01:07:01","01:09:58","18","23"
Cycling,2025-03-21 15:05:14,false,"Eindhoven Cycling","46.60","795","01:55:31","118","135","2.4","--","--","24.2","39.7","152","146","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-10","--","No","00:06:49.4","10","--","23","12","38","--","--","--","--","--","01:50:33","02:00:25","15","26"
Pool Swim,2025-03-21 11:40:55,false,"Pool Swim","2,000","370","00:50:41","105","129","2.0","--","--","2:02","1:39","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","890","83","22","--","--","--","--","--","No","00:00:12.3","36","--","--","--","--","--","--","--","--","--","00:40:47","00:51:20","--","--"
Yoga,2025-03-20 22:48:49,false,"Yoga","--","29","00:17:11","65","88","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:17:11","1","--","14","10","17","39","27","66","38","68","00:17:11","00:17:11","--","--"
Running,2025-03-20 18:25:17,false,"Eindhoven Running","10.41","681","01:00:33","136","144","3.1","167","174","5:49","4:45","4","4","1.04","8.9","9.2","270","5:49","--","--","278","0.0","--","277","361","--","--","--","10,072","--","--","-9","--","No","00:02:25.9","11","--","30","22","36","--","--","--","--","--","01:00:23","01:00:33","14","18"
Yoga,2025-03-19 22:44:15,false,"Yoga","--","23","00:15:17","62","82","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:15:17","1","--","13","9","17","-48","79","31","31","80","00:15:17","00:15:17","--","--"
Indoor Cycling,2025-03-19 18:34:52,false,"z2 ride","36.06","756","01:20:03","117","128","2.6","--","--","27.0","27.7","--","--","--","--","--","--","--","84","91","136","60.4","141","135","143","6739","--","--","--","--","--","-9","--","No","00:00:02.6","9","--","24","12","32","--","--","--","--","--","01:19:35","01:22:01","--","--"
Yoga,2025-03-18 20:33:27,false,"Yoga","--","32","00:11:55","77","97","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:11:55","1","--","16","11","22","2","84","86","72","94","00:11:55","00:11:55","--","--"
Strength Training,2025-03-18 17:09:13,false,"Strength","0.00","237","00:41:07","104","148","0.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","328","164","18","-2","--","No","00:41:07","1","--","--","--","--","--","--","--","--","--","00:16:21","00:41:07","--","--"
Running,2025-03-18 14:45:13,false,"Eindhoven - 1000 + 4x500 + 6x300","11.62","801","01:10:13","147","175","3.7","149","194","6:03","3:19","23","17","1.14","8.0","8.3","249","6:00","--","--","328","0.0","--","265","550","--","--","--","10,554","--","--","-16","--","No","00:00:21.8","40","--","30","18","39","--","--","--","--","--","01:09:15","01:10:25","16","26"
Yoga,2025-03-16 19:48:38,false,"Yoga","--","22","00:09:00.5","73","97","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:09:00.5","1","--","12","9","16","2","61","63","52","86","00:09:00.5","00:09:00.5","--","--"
Multisport,2025-03-16 15:29:18,false,"Eindhoven Multisport","10.08","348","00:28:24","--","168","3.2","--","--","21.3","--","6","5","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","--","--","No","--:--:--","3","--","--","--","--","--","--","--","--","--","--:--:--","00:28:45","-6","-2"
Multisport,2025-03-16 14:42:48,false,"Eindhoven Multisport","10.20","355","00:28:03","--","171","3.3","--","--","21.8","--","3","3","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","--","--","No","--:--:--","3","--","--","--","--","--","--","--","--","--","--:--:--","00:28:03","-9","-5"
Multisport,2025-03-16 13:54:00,false,"Eindhoven Multisport","10.08","361","00:28:19","--","172","3.3","--","--","21.3","--","7","6","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","--","--","No","--:--:--","3","--","--","--","--","--","--","--","--","--","--:--:--","00:28:28","-16","-9"
Indoor Cycling,2025-03-16 13:34:56,false,"Indoor Cycling","4.44","92","00:10:18","119","138","1.0","--","--","25.8","29.2","--","--","--","--","--","--","--","82","94","129","6.7","--","126","182","842","--","--","--","--","--","-2","--","No","00:10:18","1","--","22","17","26","--","--","--","--","--","00:10:11","00:10:18","--","--"
Yoga,2025-03-15 20:47:50,false,"Yoga","--","27","00:14:26","67","86","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:14:26","1","--","14","11","17","27","15","42","42","82","00:14:26","00:14:26","--","--"
Running,2025-03-15 10:13:55,false,"Eindhoven Running","5.02","337","00:29:32","139","163","2.8","167","179","5:53","4:16","10","6","1.02","8.9","9.0","269","5:52","--","--","280","0.0","--","276","409","--","--","--","4,930","--","--","-9","--","No","00:00:04.9","6","--","30","25","37","--","--","--","--","--","00:29:25","00:29:32","17","22"
Yoga,2025-03-14 20:23:30,false,"Yoga","--","20","00:11:39","65","87","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:11:39","1","--","13","10","17","34","30","64","31","80","00:11:39","00:11:39","--","--"
Indoor Cycling,2025-03-14 15:22:36,false,"2x6'","36.18","765","01:22:02","123","156","3.1","--","--","26.5","32.0","--","--","--","--","--","--","--","88","102","151","75.5","166","133","225","7298","--","--","--","--","--","-10","--","No","00:00:02.1","10","--","26","15","39","--","--","--","--","--","01:21:58","01:22:02","--","--"
Pool Swim,2025-03-14 10:56:56,false,"Pool Swim","1,950","495","00:57:01","115","150","2.6","--","--","1:53","0:40","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","802","77","22","--","--","--","--","--","No","00:00:06.4","52","--","--","--","--","--","--","--","--","--","00:36:44","00:57:06","--","--"
Running,2025-03-13 17:51:16,false,"Eindhoven - Intervals","8.38","552","00:49:32","141","173","3.2","161","212","5:55","3:10","6","8","1.04","8.4","8.5","257","5:53","--","--","295","0.0","--","264","486","--","--","--","7,908","--","--","-9","--","No","00:00:06.1","33","--","30","20","39","--","--","--","--","--","00:49:17","00:52:02","11","20"
Yoga,2025-03-12 21:08:23,false,"Yoga","--","28","00:12:03","72","132","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","No","00:12:03","1","--","14","12","19","29","52","81","52","99","00:12:03","00:12:03","--","--"
Indoor Cycling,2025-03-12 18:55:28,false,"Recovery ride","23.93","513","00:53:04","123","145","2.6","--","--","27.1","33.2","--","--","--","--","--","--","--","85","100","151","49.2","157","139","236","4558","--","--","--","--","--","-7","--","No","00:00:03.5","17","--","24","12","34","--","--","--","--","--","00:52:56","00:53:04","--","--"
Strength Training,2025-03-11 18:40:59,false,"Strength","0.00","217","00:45:13","97","139","0.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","468","234","21","-2","--","No","00:45:13","1","--","--","--","--","--","--","--","--","--","00:25:13","00:45:13","--","--"
Running,2025-03-11 17:14:49,false,"Eindhoven - Z2 Run","7.44","482","00:45:18","135","142","2.8","166","171","6:05","3:57","7","8","0.99","9.1","9.0","275","6:07","--","--","266","0.0","--","264","478","--","--","--","7,468","--","--","-8","--","No","00:00:17.9","9","--","30","15","35","--","--","--","--","--","00:45:14","00:46:59","15","24"
Pool Swim,2025-03-09 13:47:42,false,"Pool Swim","2,050","390","00:53:19","106","128","2.1","--","--","2:00","0:39","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","836","80","20","--","--","--","--","--","No","00:00:10.3","44","--","--","--","--","--","--","--","--","--","00:41:04","00:58:38","--","--"
Running,2025-03-09 10:15:13,false,"Eindhoven Running","14.09","916","01:30:30","133","160","3.2","167","179","6:25","3:56","14","13","0.93","9.3","8.7","276","6:26","--","--","250","0.0","--","249","454","--","--","--","15,088","--","--","-19","--","No","00:00:30.8","15","--","35","19","41","--","--","--","--","--","01:30:28","01:30:30","19","25"
Running,2025-03-08 16:05:30,false,"Eindhoven Running","4.43","284","00:24:57","137","143","2.6","165","171","5:38","4:21","3","1","1.08","8.8","9.5","270","5:37","--","--","287","0.0","--","286","357","--","--","--","4,104","--","--","-5","--","No","00:02:32.7","5","--","27","23","35","--","--","--","--","--","00:24:56","00:24:57","17","21"
Cycling,2025-03-08 13:47:51,false,"Eindhoven Cycling","48.14","863","01:55:48","122","138","2.5","--","--","24.9","38.2","131","126","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-18","--","No","00:06:29.6","10","--","21","12","33","--","--","--","--","--","01:53:31","02:02:58","16","27"
Pool Swim,2025-03-07 20:36:45,false,"Pool Swim","1,850","499","01:03:16","111","157","2.3","--","--","1:53","0:53","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","684","75","20","--","--","--","--","--","No","00:00:02.3","72","--","--","--","--","--","--","--","--","--","00:34:45","01:03:37","--","--"
Cycling,2025-03-07 13:53:13,false,"5x3' afuera","45.58","785","01:47:12","121","148","2.7","--","--","25.5","38.9","146","143","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","-14","--","No","00:02:12.3","17","--","22","11","37","--","--","--","--","--","01:46:56","01:47:12","11","27"
Yoga,2025-03-06 21:22:47,false,"Yoga","--","21","00:12:04","65","87","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:12:04","1","--","15","9","22","-56","79","23","39","79","00:12:04","00:12:04","--","--"
Running,2025-03-06 18:09:26,false,"Eindhoven - Z2","10.15","655","01:00:12","136","142","3.1","168","172","5:56","5:23","4","8","1.01","9.0","9.0","270","5:57","--","--","268","0.0","--","267","315","--","--","--","10,058","--","--","-10","--","No","00:00:12.1","12","--","31","22","38","--","--","--","--","--","01:00:08","01:00:40","12","22"
Yoga,2025-03-05 22:05:16,false,"Yoga","--","18","00:11:07","65","84","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:11:07","1","--","14","8","18","3","16","19","40","86","00:11:07","00:11:07","--","--"
Indoor Cycling,2025-03-05 18:20:36,false,"3x8' T","32.15","703","01:13:05","124","145","3.0","--","--","26.4","31.0","--","--","--","--","--","--","--","84","97","152","68.5","158","138","194","6188","--","--","--","--","--","-8","--","No","00:00:05.0","10","--","25","13","34","--","--","--","--","--","01:12:59","01:13:05","--","--"
Strength Training,2025-03-04 19:22:02,false,"Strength","0.00","255","00:35:54","114","140","1.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","374","187","18","-3","--","No","00:35:54","1","--","--","--","--","--","--","--","--","--","00:14:56","00:35:54","--","--"
Running,2025-03-04 17:44:19,false,"Eindhoven - 3x2k","11.31","729","01:05:31","146","169","3.7","156","197","5:47","3:25","9","11","1.12","8.2","8.7","254","5:47","--","--","299","0.0","--","266","472","--","--","--","10,258","--","--","-11","--","No","00:00:23.2","25","--","29","18","38","--","--","--","--","--","01:05:21","01:07:47","14","24"
Yoga,2025-03-02 20:39:28,false,"Yoga","--","41","00:19:14","69","89","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:19:14","1","--","13","0","20","-41","91","50","50","91","00:19:14","00:19:36","--","--"
Pool Swim,2025-03-02 13:59:35,false,"Pool Swim","1,450","350","00:51:35","110","149","2.0","--","--","1:48","0:55","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","549","73","21","--","--","--","--","--","No","00:00:05.1","45","--","--","--","--","--","--","--","--","--","00:26:08","00:54:30","--","--"
Running,2025-03-02 10:23:13,false,"Eindhoven - Steady","10.95","701","01:00:24","145","150","3.4","173","177","5:31","4:55","8","7","1.05","8.4","8.8","258","5:31","--","--","285","0.0","--","285","339","--","--","--","10,394","--","--","-16","--","No","00:00:24.3","12","--","28","22","35","--","--","--","--","--","01:00:21","01:00:24","16","20"
Indoor Cycling,2025-03-01 15:40:53,false,"50k","50.04","1,073","01:52:59","126","143","3.0","--","--","26.6","29.2","--","--","--","--","--","--","--","86","97","140","90.5","160","136","183","9756","--","--","--","--","--","-15","--","No","00:00:05.3","11","--","23","11","35","--","--","--","--","--","01:52:41","01:52:59","--","--"
Running,2025-03-01 10:12:27,false,"Eindhoven Running","5.36","361","00:31:04","144","150","3.0","169","177","5:48","4:26","6","8","1.02","8.8","9.0","266","5:49","--","--","275","0.0","--","274","379","--","--","--","5,252","--","--","-8","--","No","00:02:00.5","6","--","28","15","38","--","--","--","--","--","00:31:02","00:31:04","15","20"
Pool Swim,2025-02-28 20:12:44,false,"Pool Swim","2,450","499","01:13:37","111","141","2.1","--","--","1:46","0:43","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","942","72","22","--","--","--","--","--","No","00:00:08.9","86","--","--","--","--","--","--","--","--","--","00:43:16","01:17:10","--","--"
Indoor Cycling,2025-02-28 09:53:56,false,"3x10' SS","39.76","873","01:30:02","132","154","3.2","--","--","26.5","31.0","--","--","--","--","--","--","--","87","102","153","85.4","153","139","193","7898","--","--","--","--","--","-19","--","No","00:00:01.6","10","--","23","11","36","--","--","--","--","--","01:29:58","01:30:02","--","--"
Running,2025-02-27 17:54:03,false,"Eindhoven - Z2 run","10.10","647","00:59:37","136","142","3.2","170","177","5:54","3:29","8","11","1.00","8.9","8.9","267","5:55","--","--","271","0.0","--","270","516","--","--","--","10,080","--","--","-11","--","No","00:00:37.7","11","--","33","24","39","--","--","--","--","--","00:59:32","01:00:45","11","19"
Indoor Cycling,2025-02-26 18:24:06,false,"Tempo step-up","39.93","860","01:30:02","124","143","2.9","--","--","26.6","29.3","--","--","--","--","--","--","--","85","95","142","74.2","169","137","172","7713","--","--","--","--","--","-12","--","No","00:00:02.2","10","--","23","12","32","--","--","--","--","--","01:29:54","01:30:02","--","--"
Yoga,2025-02-25 21:31:21,false,"Yoga","--","55","00:17:14","81","100","0.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","--","--","No","00:17:14","1","--","15","9","20","8","84","92","78","92","00:17:14","00:17:14","--","--"
Running,2025-02-25 17:49:46,false,"Eindhoven - 2x3km T","11.95","784","01:08:18","147","169","4.1","160","181","5:43","3:34","8","13","1.10","8.3","8.8","257","5:44","--","--","294","0.0","--","270","473","--","--","--","10,950","--","--","-12","--","No","00:00:24.5","25","--","30","19","39","--","--","--","--","--","01:08:03","01:08:40","8","19"
Yoga,2025-02-24 21:04:00,false,"Yoga","--","34","00:19:25","66","83","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","2","--","--","No","00:19:25","1","--","13","9","19","45","30","75","42","82","00:19:25","00:19:25","--","--"
Strength Training,2025-02-24 18:08:24,false,"Strength","0.00","279","00:59:19","97","134","0.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","350","175","24","-7","--","No","00:59:19","1","--","--","--","--","--","--","--","--","--","00:23:23","00:59:19","--","--"
Pool Swim,2025-02-23 13:56:50,false,"Pool Swim","1,650","398","01:01:00","107","133","1.7","--","--","1:58","1:25","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","644","79","20","--","--","--","--","--","No","00:00:01.4","52","--","--","--","--","--","--","--","--","--","00:32:36","01:01:25","--","--"
Running,2025-02-23 10:18:40,false,"Eindhoven Running","12.31","802","01:16:48","135","145","3.2","167","177","6:14","4:59","13","16","0.96","9.1","8.7","271","6:15","--","--","257","0.0","--","255","336","--","--","--","12,848","--","--","-19","--","No","00:01:55.6","13","--","34","23","40","--","--","--","--","--","01:16:08","01:16:48","16","22"
Running,2025-02-22 16:39:29,false,"Eindhoven - 🧱 2/2","6.04","385","00:35:06","135","142","2.8","167","176","5:48","4:29","2","7","1.03","8.9","9.2","269","5:49","--","--","279","0.0","--","280","365","--","--","--","5,856","--","--","-7","--","No","00:00:05.5","8","--","32","23","37","--","--","--","--","--","00:35:03","00:36:17","11","19"
Indoor Cycling,2025-02-22 15:07:38,false,"🧱 1/2","39.15","819","01:28:02","122","156","3.1","--","--","26.7","33.1","--","--","--","--","--","--","--","88","107","152","83.1","153","133","225","7793","--","--","--","--","--","-13","--","No","00:00:01.5","30","--","22","11","36","--","--","--","--","--","01:28:00","01:28:02","--","--"
Yoga,2025-02-22 09:53:55,false,"Yoga","--","35","00:19:28","68","95","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","2","-3","--","No","00:19:28","1","--","14","8","19","-5","67","62","48","92","00:19:28","00:20:34","--","--"
Pool Swim,2025-02-21 20:11:04,false,"Pool Swim","1,450","441","01:04:28","112","167","2.1","--","--","2:17","1:13","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","651","91","20","--","--","--","--","--","No","00:00:08.3","39","--","--","--","--","--","--","--","--","--","00:33:00","01:11:16","--","--"
Running,2025-02-21 11:16:53,false,"Eindhoven - Z2 run","7.66","505","00:45:25","141","148","3.1","168","174","5:56","4:38","7","7","1.01","8.9","9.0","270","5:56","--","--","272","0.0","--","272","359","--","--","--","7,598","--","--","-12","--","No","00:00:25.4","9","--","27","22","34","--","--","--","--","--","00:45:22","00:46:17","17","22"
Indoor Cycling,2025-02-20 20:51:30,false,"2x8' SS","33.21","689","01:16:02","125","148","3.0","--","--","26.2","29.4","--","--","--","--","--","--","--","84","101","139","59.7","149","128","182","6444","--","--","--","--","--","-8","--","No","00:00:02.3","10","--","23","12","34","--","--","--","--","--","01:15:54","01:16:02","--","--"
Running,2025-02-19 18:20:20,false,"Eindhoven - Intervals","9.50","633","00:59:36","144","182","3.4","154","207","6:16","3:24","12","16","1.04","8.4","8.2","259","6:13","--","--","297","0.0","--","250","527","--","--","--","9,096","--","--","-12","--","No","00:00:20","37","--","29","18","42","--","--","--","--","--","00:59:15","01:00:21","14","28"
Strength Training,2025-02-18 19:14:50,false,"Strength","0.00","225","00:42:23","102","165","0.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","382","191","19","-2","--","No","00:42:23","1","--","--","--","--","--","--","--","--","--","00:17:42","00:42:23","--","--"
Indoor Cycling,2025-02-18 17:31:35,false,"Z2 ride","30.28","595","01:10:02","117","130","2.5","--","--","25.9","27.7","--","--","--","--","--","--","--","80","93","122","42.3","129","119","141","5610","--","--","--","--","--","-8","--","No","00:00:02.0","8","--","22","12","33","--","--","--","--","--","01:10:02","01:10:02","--","--"
Yoga,2025-02-17 21:05:38,false,"Yoga","--","52","00:19:45","78","96","0.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-3","--","No","00:19:45","1","--","16","12","21","61","32","93","73","95","00:19:45","00:19:45","--","--"
Yoga,2025-02-16 16:56:22,false,"Yoga","--","27","00:17:00","77","108","0.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","9","-2","--","No","00:17:00","1","--","21","12","24","3","71","74","69","99","00:17:00","00:17:00","--","--"
Pool Swim,2025-02-16 14:09:06,false,"Pool Swim","1,400","253","00:38:59","106","131","1.5","--","--","2:05","1:39","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","563","82","19","--","--","--","--","--","No","00:00:10.4","32","--","--","--","--","--","--","--","--","--","00:29:03","00:42:57","--","--"
Running,2025-02-16 10:15:11,false,"Eindhoven Running","10.15","660","01:03:46","133","143","3.1","169","175","6:17","5:05","15","17","0.94","9.2","8.6","272","6:18","--","--","259","0.0","--","258","339","--","--","--","10,738","--","--","-14","--","No","00:00:53.3","11","--","35","24","42","--","--","--","--","--","01:03:44","01:03:46","15","27"
Indoor Cycling,2025-02-15 18:04:18,false,"3x6' Threshold","32.82","708","01:15:34","125","158","3.1","--","--","26.1","33.1","--","--","--","--","--","--","--","80","99","157","75.2","163","134","223","5995","--","--","--","--","--","-9","--","No","00:00:02.3","10","--","23","11","34","--","--","--","--","--","01:14:13","01:15:34","--","--"
Running,2025-02-15 10:18:21,false,"Eindhoven Running","5.07","335","00:30:56","136","143","2.8","168","172","6:06","4:41","8","7","0.98","9.1","8.9","272","6:07","--","--","260","0.0","--","260","383","--","--","--","5,172","--","--","-8","--","No","00:00:27.7","6","--","31","26","39","--","--","--","--","--","00:30:55","00:30:56","16","21"
Pool Swim,2025-02-14 20:26:24,false,"Drills","1,900","510","00:58:28","114","154","2.3","--","--","2:08","0:28","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","799","85","20","--","--","--","--","--","No","00:00:01.1","35","--","--","--","--","--","--","--","--","--","00:40:23","01:04:17","--","--"
Indoor Cycling,2025-02-14 11:15:18,false,"20' FTP test","28.80","650","01:04:04","137","169","4.2","--","--","27.0","31.3","--","--","--","--","--","--","--","84","105","168","88.3","211","147","215","5420","--","--","--","--","--","-16","--","No","00:00:04.0","14","--","27","14","40","--","--","--","--","--","01:04:01","01:04:04","--","--"
Yoga,2025-02-13 20:53:41,false,"Untitled","--","34","00:17:31","68","87","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-2","--","No","00:17:31","1","--","17","12","20","-27","81","54","46","84","00:17:31","00:17:31","--","--"
Running,2025-02-13 18:22:25,false,"Z2 run","7.79","500","00:45:04","137","146","3.2","168","176","5:47","4:50","5","4","1.03","8.8","9.1","268","5:48","--","--","277","0.0","--","278","342","--","--","--","7,530","--","--","-9","--","No","00:00:04.4","9","--","28","18","36","--","--","--","--","--","00:45:01","00:47:01","15","21"
Strength Training,2025-02-12 19:33:29,false,"Untitled","0.00","154","00:30:18","98","124","0.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","308","154","14","-1","--","No","00:30:18","1","--","--","--","--","--","--","--","--","--","00:11:33","00:30:18","--","--"
Indoor Cycling,2025-02-12 18:10:35,false,"Z2 ride","23.27","577","01:00:08","121","129","2.8","--","--","23.2","26.5","--","--","--","--","--","--","--","72","83","138","56.0","141","137","212","4383","--","--","--","--","--","-7","--","No","00:00:08.3","6","--","24","13","38","--","--","--","--","--","01:00:07","01:00:08","--","--"
Yoga,2025-02-11 20:34:59,false,"Yoga","--","77","00:25:57","80","122","0.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-4","--","No","00:25:57","1","--","15","12","18","-6","78","72","74","93","00:25:57","00:25:57","--","--"
